head,rel,tail,score,in,head_ent,rel_ent,tail_ent,uid,head_id,tail_id
17315,3,41349,58.201419830322266,False,Dacomitinib:drug,indication,mantle cell lymphoma:disease,,kg4rd:DB11963,kg4rd:18876
17636,3,41349,58.076637268066406,False,Lazertinib:drug,indication,mantle cell lymphoma:disease,,kg4rd:DB16216,kg4rd:18876
17079,3,41349,58.067909240722656,False,Methylprednisolone:drug,indication,mantle cell lymphoma:disease,,kg4rd:DB00959,kg4rd:18876
24389,3,41349,58.04502868652344,False,Daratumumab:drug,indication,mantle cell lymphoma:disease,,kg4rd:DB09331,kg4rd:18876
21052,3,41349,58.035675048828125,False,Gemtuzumab ozogamicin:drug,indication,mantle cell lymphoma:disease,,kg4rd:DB00056,kg4rd:18876
24390,3,41349,58.035316467285156,False,Isatuximab:drug,indication,mantle cell lymphoma:disease,,kg4rd:DB14811,kg4rd:18876
16985,3,41349,57.834835052490234,False,Erlotinib:drug,indication,mantle cell lymphoma:disease,,kg4rd:DB00530,kg4rd:18876
16918,3,41349,57.810516357421875,False,Lovastatin:drug,indication,mantle cell lymphoma:disease,,kg4rd:DB00227,kg4rd:18876
21017,3,41349,57.77960205078125,False,Carmustine:drug,indication,mantle cell lymphoma:disease,,kg4rd:DB00262,kg4rd:18876
20243,3,41349,57.758392333984375,False,Raltitrexed:drug,indication,mantle cell lymphoma:disease,,kg4rd:DB00293,kg4rd:18876
17360,3,41349,57.73522186279297,False,Ripretinib:drug,indication,mantle cell lymphoma:disease,,kg4rd:DB14840,kg4rd:18876
17980,3,41349,57.696136474609375,False,Repotrectinib:drug,indication,mantle cell lymphoma:disease,,kg4rd:DB16826,kg4rd:18876
17849,3,41349,57.675933837890625,False,Teniposide:drug,indication,mantle cell lymphoma:disease,,kg4rd:DB00444,kg4rd:18876
22183,3,41349,57.64823913574219,False,Tagraxofusp:drug,indication,mantle cell lymphoma:disease,,kg4rd:DB14731,kg4rd:18876
18194,3,41349,57.593528747558594,False,Interferon alfa-2b:drug,indication,mantle cell lymphoma:disease,,kg4rd:DB00105,kg4rd:18876
18499,3,41349,57.517189025878906,False,Cabozantinib:drug,indication,mantle cell lymphoma:disease,,kg4rd:DB08875,kg4rd:18876
25519,3,41349,57.515357971191406,False,Platinum:drug,indication,mantle cell lymphoma:disease,,kg4rd:DB12257,kg4rd:18876
18220,3,41349,57.489078521728516,False,Dacarbazine:drug,indication,mantle cell lymphoma:disease,,kg4rd:DB00851,kg4rd:18876
17054,3,41349,57.47810363769531,False,Clofazimine:drug,indication,mantle cell lymphoma:disease,,kg4rd:DB00845,kg4rd:18876
